Structure [idcode],Structure No,Catalog ID,Plate_ID,Well,"V, ÂµL","Conc, mM",Formula,SMILES,MW,Purity,PO,MW_salt,Stereochem.data,Geometric.isomer,Chemical name,ClogP,logS,HBD,HBA,TPSA,RotBonds,% inh rep1,% inh rep2
dmvDPIS@BHdLddlTReYXB@@@ !B@k^H@ovHmwvw@oy?mww~@K]}?g|,556,Z2907428493,1907006-Y10-02,L17,10,10,C6H6FNO2S,Cc(ccnc1)c1S(F)(=O)=O,175.1807,97.76,27521095,0,Achiral,None,4-methylpyridine-3-sulfonyl fluoride,"1,52","-0,964",0,3,"47,03",1,19.73244147,15.995116
fdy`Q@NHqjH@bDaddebRfabRDhLYZjijjjAJ@@ !B?`@@?g?~?g~H?[_}?g?~_xc}m?w~_xc|bOw~@Hc|b@K~@@,557,Z2940561710,1907006-Y10-02,M17,10,10,C11H18FNO4S,O=C(C1CCOCC1)N(CCC1)CC1S(F)(=O)=O,279.3283,97.68,27521095,0,Racemic or presumed racemic or meso,None,1-(oxane-4-carbonyl)piperidine-3-sulfonyl fluoride,"-0,637","-1,515",0,4,"63,68",2,6.086956522,8.913308913
f`qac@CHpP@QBPtDYIIUEDhleV]zV``dhP@@ !Bb@HBm?vHmwvw@k]}?`C~_{\BmpHXTv]S?`AeGqh_,558,Z3919179519,1907006-Y10-02,N17,10,10,C9H6FNO3S2,O=S(Oc(cccc1)c1-c1ncc[s]1)(F)=O,259.2772,98.85,27521095,0,Achiral,None,"2-(1,3-thiazol-2-yl)phenyl sulfurofluoridate","1,008","-3,408",0,3,"56,26",3,10.23778071,8.75331565
fhiaa@FHqx@QBPrRRiQQQKJVgAejhJBH`J`@ !BGvTZGv@ZYVC_ifU`GqhlFOx@m?uSF@C~m?rw?@Jwmwt,559,Z3488614702,1907006-Y10-02,O17,10,10,C11H14FNO3S,OCC(C1)N(CCS(F)(=O)=O)c2c1cccc2,259.2972,100,27521095,0,Racemic or presumed racemic or meso,None,"2-[2-(hydroxymethyl)-2,3-dihydro-1H-indol-1-yl]ethane-1-sulfonyl fluoride","1,537","-2,019",1,4,"57,61",4,2.708058124,9.416445623
f`qPQ@C^Q`f`ADICIIJhheEdjsoRtDDeB@@ !Bb@HBm?vHmwvw@k]}?`C~_{\BmpHXTv]S?`AeGqh_,560,Z3919172879,1907006-Y10-02,P17,10,10,C8H5FN2O4S,O=S(Oc(cccc1)c1-c1nnc[o]1)(F)=O,244.1997,100,27521095,0,Achiral,None,"2-(1,3,4-oxadiazol-2-yl)phenyl sulfurofluoridate","-0,884","-3,388",0,4,"82,29",3,0.254452926,6.162162162
do~DhJS@BHdCdKdGdLddlRTQdFYX@Jj@@ !B@hbH__vwmpK~@K]}mpJw@k]}?`Bw_[]}@k_}b@,561,Z3326089176,1907006-Y10-02,A18,10,10,C7H5F4NO2S,Cc1cc(C(F)(F)F)cc(S(F)(=O)=O)n1,243.1787,95,27521095,0,Achiral,None,6-methyl-4-(trifluoromethyl)pyridine-2-sulfonyl fluoride,"2,554","-2,513",0,3,"47,03",2,8.146639511,4.196301565
dkNDpAp`bHBDdLBdeRbRtyZjjhz`@ !BcX[~@@C~_?{~_{]}?g~H_[]}?g?~_{_},562,Z3069147322,1907006-Y10-02,B18,10,10,C7H15ClFNO2S,O=S(CCC1NCCCC1)(F)=O.Cl,231.7159,95,27521095,36.4609,Racemic or presumed racemic or meso,None,2-(piperidin-2-yl)ethane-1-sulfonyl fluoride hydrochloride,"1,205","-1,203",1,3,"46,17",3,3.392041748,1.843610935
f`aaQ@CHpSS`ADICIIJhheDjjtmA@qP@@ !Bb@K}b@Jwmwvw@k]}?`C~_{\BmpJw?Xc}?`C~@H`B,563,Z3919194984,1907006-Y10-02,C18,10,10,C8H8FNO5S,COc(cc1)cc(OS(F)(=O)=O)c1C(N)=O,249.2162,100,27521095,0,Achiral,None,2-carbamoyl-5-methoxyphenyl sulfurofluoridate,"-0,74","-2,367",1,4,"95,69",4,7.175472929,-2.479338843
fhiAQ@DXuxH@bDaddebRfRr`iFmK@AUSEBq@@ !B@hbw?GvwbOvH?Oy?bOvH?_y?bOrH?Xc}bOrH?Xc|?g|,564,Z7631366352,1907006-Y10-02,D18,10,10,C10H9FO5S,OC(C(CC1)Oc(cc2)c1cc2S(F)(=O)=O)=O,260.2389,97.69,27521095,0,Racemic or presumed racemic or meso,None,"6-(fluorosulfonyl)-3,4-dihydro-2H-1-benzopyran-2-carboxylic acid","2,228","-2,584",1,5,"80,67",2,7.350096712,11.0367893
do}JPAeLH{@HbPrRRjIKJZUeh@Ih@@ !B?Xbw?PJwb@K~@K\Bb@K~@Ox@b@K~@K\Bb@K~@@,565,Z4168346440,1907006-Y10-02,E18,10,10,C6H5FN2O5S,COC(c(nc1)ncc1OS(F)(=O)=O)=O,236.1777,92.1,27521095,0,Achiral,None,methyl 5-[(fluorosulfonyl)oxy]pyrimidine-2-carboxylate,"-2,649","-0,821",0,5,"95,45",4,14.82914249,10.63545151
fdyPQ@CVQcTPADICIIKDeMEhdIUgRpACURP@@ !B_Xbw?PJwbOrH?_x@bOrH@hc}?`C~_xc|b@K~@Hc}?`BH@`,566,Z2907449610,1907006-Y10-02,F18,10,10,C10H9FN2O4S,CN(c(ccc(S(F)(=O)=O)c1)c1C(N1C)=O)C1=O,272.2529,97.68,27521095,0,Achiral,None,"1,3-dimethyl-2,4-dioxo-1,2,3,4-tetrahydroquinazoline-6-sulfonyl fluoride","1,852","-2,092",0,4,"74,76",1,1.475755446,6.825712392
fleaa@AHpP@QBPrRRjJKYJIIVhiehHB`@@@@ !B_[^H?PJHmpJw?[\B?g?~@K_}m?w~_{_}?g~w_Xa}?g?~_xc},567,Z3919188802,1907006-Y10-02,G18,10,10,C13H12FNO3S,Nc(cc(Cc1ccccc1)cc1)c1OS(F)(=O)=O,281.3027,99,27521095,0,Achiral,None,2-amino-4-benzylphenyl sulfurofluoridate,"1,406","-3,897",1,3,"69,39",4,50.52705552,51.35851557
fi{QQ@MFQbK^`BHRFRRVIJZYJIKKSBT{vRrpACTBAMD@@@ !B_?{~_pC~?`BH@k\B?`C~@H`BmpJH__x@b@JH@ox@bGw~@H`Bb@JH_Xa}?g~H@ha},568,Z2895192373,1907006-Y10-02,H18,10,10,C16H11FN2O5S,COC(c(cc1)cc(N=C(c2cccc(S(F)(=O)=O)c2)N2)c1C2=O)=O,362.3323,95,27521095,0,Achiral,None,"methyl 2-[3-(fluorosulfonyl)phenyl]-4-oxo-3,4-dihydroquinazoline-7-carboxylate","2,655","-4,96",1,5,"101,9",4,1.194659171,0.728959576
do|BPDpe@HbPrRRjIJ[R]eh@bh@@ !B_?{~_pC~?`Bw@ox@mwvw@k\B?`Bw_[\B?`Bw_P,569,Z3919194222,1907006-Y10-02,I18,10,10,C9H11FO4S,CC(C)Oc1cccc(OS(F)(=O)=O)c1,234.2446,100,27521095,0,Achiral,None,3-(propan-2-yloxy)phenyl sulfurofluoridate,"1,323","-2,69",0,3,"52,6",4,11.75710594,10.28571429
fhqAq@DXIYw``BHRFRRUQIQJZRuKPADs@@@ !B@hbw@ovwbGvH@ox@bGvH@h`B?`BH_Xa}mpJH@h`B?g|,570,Z7275641440,1907006-Y10-02,J18,10,10,C8H5FO7S,OC(c1cc(OS(F)(=O)=O)cc(C(O)=O)c1)=O,264.1845,100,27521095,0,Achiral,None,"5-[(fluorosulfonyl)oxy]benzene-1,3-dicarboxylic acid","0,276","-2,34",2,6,"117,97",4,8.397932817,0.253968254
fdyqa@MAbcA@ADICIIJhheEehjw`rtD@@D@@@ !B?K^H@gvHm?w~_{_}bOvw?Oy??g?~@K_}bGvw@k_|m?w~@@,571,Z3919186540,1907006-Y10-02,K18,10,10,C10H8FN3O3S,Nc1nccc(-c(cccc2)c2OS(F)(=O)=O)n1,269.2522,100,27521095,0,Achiral,None,2-(2-aminopyrimidin-4-yl)phenyl sulfurofluoridate,"0,198","-3,661",1,5,"95,17",3,11.57190635,14.77411477
do|JPDr[\@bICIIKDeMeAVV@Hi`@@ !B?[^H_PJHmpK~@K]}mpJw@ox@mwvw@ox@bOrw?@,572,Z8284193582,1907006-Y10-02,L18,10,10,C8H7FO5S,OC(COc1cccc(S(F)(=O)=O)c1)=O,234.2016,100,27521095,0,Achiral,None,2-[3-(fluorosulfonyl)phenoxy]acetic acid,"1,868","-1,955",1,5,"80,67",4,9.966555184,10.62271062
foAQa@EVQ``@bDaddeTRTrTmV]KP@@@@@@ !B?g}??`C~?`Bw@k_}?`Bw@k\Bm?w~@K\BmpK~@@,573,Z3919177338,1907006-Y10-02,M18,10,10,C8H5FN2O3S,O=S(Oc1cc2nccnc2cc1)(F)=O,228.2003,100,27521095,0,Achiral,None,quinoxalin-6-yl sulfurofluoridate,"-0,294","-1,464",0,4,"69,15",2,9.297658863,4.395604396
dg~DpBNpqEBMdLbbbRatcSppPTTh`@ !B?g~H?[_}XAk~_?y?KF]`Y[_}Fa|ZGq}eXAh,574,Z3019992353,1907006-Y10-02,N18,10,10,C8H5BrFNO2S,O=S(c(c1ccc2)c[nH]c1c2Br)(F)=O,278.0982,98.34,27521095,0,Achiral,None,7-bromo-1H-indole-3-sulfonyl fluoride,"3,785","-3,778",1,2,"49,93",1,97.82034346,96.15384615
dkmDPJEL@HbPrRRqKISaeiZj`@ !BYuLlYq`lTqa??ai`YVAgKOx@mpK~@K_},575,Z2907412631,1907006-Y10-02,O18,10,10,C7H11FN2O2S,CC(C)C[n]1cnc(S(F)(=O)=O)c1,206.2378,100,27521095,0,Achiral,None,1-(2-methylpropyl)-1H-imidazole-4-sulfonyl fluoride,"1,876","-1,939",0,3,"51,96",3,-1.519154557,4.907161804
fj}Qa@MFQbH@bDaddebRrbRbRpiN}dll@Du@`D@@@ !BbOs|mwvHmwvw@oy?mwvw__y?mwvw@oy?mwvw?_y?mpK~_{_}mwvw?@,576,Z3488642770,1907006-Y10-02,P18,10,10,C14H9FN2O3S,O=C1NC(c(cc2)ccc2S(F)(=O)=O)=Nc2c1cccc2,304.2963,100,27521095,0,Achiral,None,"4-(4-oxo-3,4-dihydroquinazolin-2-yl)benzene-1-sulfonyl fluoride","2,605","-5,12",1,4,"75,6",2,19.59287532,17.08108108
f`qQa@EFQ``@bDaddeTRTtreiwiZ@HiR@@ !B?`@@?g?~?g~w__y?mpJw_[]}?g~w@aaSYuMeGqh_,577,Z3919177997,1907006-Y10-02,A19,10,10,C9H7FN2O3S,O=S(Oc1cc(-[n]2nccc2)ccc1)(F)=O,242.2269,100,27521095,0,Achiral,None,3-(1H-pyrazol-1-yl)phenyl sulfurofluoridate,"0,62","-2,329",0,3,"61,19",3,-3.522504892,-0.063572791
dg]LPNULL@bICIIJeDednru@AP@@ !B_?{~_pC~?`Bw@ox@mpJH@ox@?`BH@ox@b@H,578,Z3579762928,1907006-Y10-02,B19,10,10,C7H9FN2O3S,COc1cnc(CCS(F)(=O)=O)cn1,220.2214,100,27521095,0,Achiral,None,2-(5-methoxypyrazin-2-yl)ethane-1-sulfonyl fluoride,"0,649","-0,216",0,5,"69,15",4,8.088714938,-0.826446281
f`a`S@EHpRp@bD`XHrRRjIJ[RRuKPABt@@@ !B_?{~_pC~?`Bw@ox@mwvw@k\B?`Bw_[\B?[^w?@JH,579,Z3919183295,1907006-Y10-02,C19,10,10,C8H10FNO4S2,CS(C)(=Nc1cccc(OS(F)(=O)=O)c1)=O,267.2977,100,27521095,0,Achiral,None,3-{[dimethyl(oxo)-lambda6-sulfanylidene]amino}phenyl sulfurofluoridate,"-0,426","-2,807",0,4,"72,8",3,-4.435746902,-15.19389701
do~JPASBNpBHdLddjbRVfeYZ@BZ@@ !B_?{~_pC~?`Bw@k]}?`Bw@k\B?`C~@H`BmpK~@@,580,Z3993408325,1907006-Y10-02,D19,10,10,C7H6FNO5S,COC(c1cc(OS(F)(=O)=O)cnc1)=O,235.1896,100,27521095,0,Achiral,None,methyl 5-[(fluorosulfonyl)oxy]pyridine-3-carboxylate,"-0,809","-1,279",0,4,"82,56",4,9.155383623,6.220735786
fdiaS@EHpRs`ADI@pQddeTRTvdLejV`BIZ`@@ !B_?{~_pC~?`Bw@ox@mwvw@k\B?`Bw_[\B@hc}m{_|?`Bw?P,581,Z3919176163,1907006-Y10-02,E19,10,10,C9H12FNO5S2,CC(C)S(Nc1cccc(OS(F)(=O)=O)c1)(=O)=O,297.3237,93.07,27521095,0,Achiral,None,3-(propane-2-sulfonamido)phenyl sulfurofluoridate,"0,213","-3,171",1,4,"89,54",4,-3.352675693,-3.81270903
dkmDPJyL@HbPrRRqIYPYe`@j@@ !B_?{~_pC~?`BH@k\B?`C~@K\B?`BH@k\B,582,Z2786051878,1907006-Y10-02,F19,10,10,C7H9FN2O2S,CC(C)c(cc1)nnc1S(F)(=O)=O,204.222,100,27521095,0,Achiral,None,6-(propan-2-yl)pyridazine-3-sulfonyl fluoride,"1,385","-2,148",0,4,"59,92",2,1.756851722,12.12723658
fle`Q@AHpYH@bDaddeTRTtLRTmQSKUUSUUTJT@@ !BmpHBbOvwbGw~_xc}m?w~_?y?bOvw?_y?bOrH?_x@bOrH@ox@,583,Z2867514956,1907006-Y10-02,G19,10,10,C12H20FNO4S,O=C(C1CCOCC1)N1CC(CS(F)(=O)=O)CCC1,293.3549,100,27521095,0,Racemic or presumed racemic or meso,None,[1-(oxane-4-carbonyl)piperidin-3-yl]methanesulfonyl fluoride,"-1,035","-1,486",0,4,"63,68",3,-11.45467323,1.12657389
dcuDpEwBBH`HRPpJRURISlmU]@@ !BS_ZE@@Bz_xVz_sl{NtP{NtP{NtQDNp,584,Z3688940930,1907006-Y10-02,H19,10,10,C5H8ClFN2O2S,N#CC1(CS(F)(=O)=O)CNC1.Cl,214.6456,100,27521095,36.4609,Achiral,None,(3-cyanoazetidin-3-yl)methanesulfonyl fluoride hydrochloride,"-0,606","-0,293",1,4,"69,96",2,-0.070274069,1.921802518
ff}HQ@AV|EFBF@DPdLddjbRVfTRTTeIsKP@SP@T@@@ !B_[^H__rHmpJw__y?mpJw?[]}m?rw@ox@mwvw@ox@mwvw?K\Bm?w~@K]},585,Z4262511908,1907006-Y10-02,I19,10,10,C12H11FN4O4S,Cc1nc(NC(c2cc(OS(F)(=O)=O)cnc2)=O)nc(C)c1,326.3035,100,27521095,0,Achiral,None,"5-[(4,6-dimethylpyrimidin-2-yl)carbamoyl]pyridin-3-yl sulfurofluoridate","-1,186","-2,746",1,6,"111,14",4,-7.622739018,-1.650793651
dg^DPJS@BHdLddlRVT`sK@AU@@@ !B_?{~_pC~?`BH@k\B?`C~@K\B?`C~@@C~_?x,586,Z2256130571,1907006-Y10-02,J19,10,10,C9H12FNO2S,CC(C)(C)c(cc1)cnc1S(F)(=O)=O,217.2605,100,27521095,0,Achiral,None,5-tert-butylpyridine-2-sulfonyl fluoride,"2,947","-2,668",0,3,"47,03",2,10.72351421,9.650793651
fnsHQ@MYKUFBV@DPdLddjbRrTtRTrdiIZmeh@JZjZbXNh@@ !B?`@@?g?~?g~H__y?b@JH?Xa}b@JH?_y?mwvH_X`B?g~H_Xa}XAk~_rqgXFT,587,Z4607567312,1907006-Y10-02,K19,10,10,C13H13FN4O4S,O=C(C1Cc2nnc[n]2CC1)Nc(cc1)ccc1OS(F)(=O)=O,340.3301,100,27521095,0,Racemic or presumed racemic or meso,None,"4-{5H,6H,7H,8H-[1,2,4]triazolo[4,3-a]pyridine-7-amido}phenyl sulfurofluoridate","-1,826","-2,469",1,5,"103,18",4,-8.494983278,-7.081807082
dcNDPNS@BHdLddlRRpsK@AP@@ !B?[^H_PJHmpJw__x@mpJw@ox@?`Bw@`,588,Z2866675081,1907006-Y10-02,L19,10,10,C7H8FNO2S,CCc1cc(S(F)(=O)=O)cnc1,189.2073,96.98,27521095,0,Achiral,None,5-ethylpyridine-3-sulfonyl fluoride,"2,049","-1,49",0,3,"47,03",2,19.73244147,17.58241758
fi{PQ@MNQ`e`ADICIIJhdleMDehdiJbghyZ@Bfjh@BHQh@@ !Bb@HBmwvHm?w~_{]}bGw~_?y?bGw~_xa}b@K~_qaSYuMeGqh_KF_MsxANKF\lYxAN,589,Z4332073034,1907006-Y10-02,M19,10,10,C17H17FN2O4S,O=C(Nc(cc1)ccc1OS(F)(=O)=O)N(CC1)CC1c1ccccc1,364.3913,100,27521095,0,Racemic or presumed racemic or meso,None,4-[(3-phenylpyrrolidine-1-carbonyl)amino]phenyl sulfurofluoridate,"1,273","-4,516",1,3,"75,71",4,-6.671070013,-4.774535809
dkNDpCp`bHBDdLBdeRbRtyZjj`@ !BcX[~@@C~_?{~_{]}?g~w_Xa}?g?~_xc},590,Z4302465000,1907006-Y10-02,N19,10,10,C7H15ClFNO2S,O=S(CCC1CCNCC1)(F)=O.Cl,231.7159,95,27521095,36.4609,Achiral,None,2-(piperidin-4-yl)ethane-1-sulfonyl fluoride hydrochloride,"0,816","-0,966",1,3,"46,17",3,5.35006605,3.050397878
fakQS@AZQ`ef`BHRDYCIIJhdeeMEEdeIVRm{KP@TpPEHP@@ !B?Hbw?GvwbGvH@ox@bGvH?H`BbOvH_X`B?`BH__y?b@Jw_Xa}bGvH@f@ZXFTlYp,591,Z4607528912,1907006-Y10-02,O19,10,10,C14H8F2N2O5S,O=C(c(cc(cc[o]1)c1c1)c1F)Nc1cc(OS(F)(=O)=O)cnc1,354.2855,96.81,27521095,0,Achiral,None,5-(6-fluoro-1-benzofuran-5-amido)pyridin-3-yl sulfurofluoridate,"0,769","-4,116",1,4,"98,5",4,-7.727873184,-3.315649867
dcNDHBWPbNdABIdDfUWjf`@jT@@ !Bb@JH__x@b@JH@ox@?`BH@`Jwb@K}b@,592,Z1436120985,1907006-Y10-02,P19,10,10,C5H2ClF2NO2S,O=S(c(c(F)c1)ncc1Cl)(F)=O,213.5897,100,27521095,0,Achiral,None,5-chloro-3-fluoropyridine-2-sulfonyl fluoride,"2,017","-2,271",0,3,"47,03",1,3.944020356,0.216216216
dg\BPDsc@HbPrRRqQIESllDDT@@ !B_?{~_pC~?`BH@k\BbGw~@Ox@b@Jw@ox@b@H,593,Z1416180244,1907006-Y10-02,A20,10,10,C8H9FO4S,COc(cc1)cc(OC)c1S(F)(=O)=O,220.2181,100,27521095,0,Achiral,None,"2,4-dimethoxybenzene-1-sulfonyl fluoride","2,184","-1,911",0,4,"52,6",3,-1.826484018,1.716465353
foApa@F\dc@@bDaddeRbTrTeV]KUR@D@@@ !BFa|_YV@ZYVC_ifU`KA`_FeLX?`Bw?[_|m?rw?P,594,Z166653158,1907006-Y10-02,B20,10,10,C8H8FN3O2S,O=S(CC[n]1nnc2c1cccc2)(F)=O,229.2314,100,27521095,0,Achiral,None,"2-(1H-1,2,3-benzotriazol-1-yl)ethane-1-sulfonyl fluoride","1,102","-1,4",0,4,"64,85",3,4.827136334,-5.530832804
dg^BPJSML@bICIIKDdmLLrp@SP@@ !B?[^H_PJHmpJw__x@mpJw@ox@?`BH@k\B?`@,595,Z2472826747,1907006-Y10-02,C20,10,10,C7H6FNO4S,COC(c1cc(S(F)(=O)=O)ncc1)=O,219.1902,100,27521095,0,Achiral,None,methyl 2-(fluorosulfonyl)pyridine-4-carboxylate,"1,144","-1,549",0,4,"73,33",3,-2.870189172,-10.99809282
fakQa@CUQcP@bDaddebRrbRtRVTEJslee`@ij@BhP@@ !BYuLlYq`lTqb?L]KPTqaSFMKPTq`ZXG?~YrqeXOx@mpJH@ox@?`BH@ox@b@Jw@`,596,Z56764950,1907006-Y10-02,D20,10,10,C17H15FN2O3S,CN(C)c(cc1)ccc1-c1cnc(-c(cc2)ccc2S(F)(=O)=O)[o]1,346.376,100,27521095,0,Achiral,None,"4-{5-[4-(dimethylamino)phenyl]-1,3-oxazol-2-yl}benzene-1-sulfonyl fluoride","4,497","-4,63",0,4,"63,41",4,-0.773694391,-5.418060201
fdyaQ@MHpSpPADICIIJhheEULhvkRtADTtTKT@@ !B_Xbw_PJwbOs~@H`BmpK~@FAe?`A`Fk\BKA`@?`Jw@h`@?`,597,Z3950503821,1907006-Y10-02,E20,10,10,C10H10FNO5S,COC(C1Nc2cccc(OS(F)(=O)=O)c2C1)=O,275.2535,95.91,27521095,0,Racemic or presumed racemic or meso,None,"methyl 4-[(fluorosulfonyl)oxy]-2,3-dihydro-1H-indole-2-carboxylate","-0,297","-2,374",1,4,"81,7",4,4.642166344,5.953177258
do|JPDq[\@bICIIKDedeAfV@Bi`@@ !B_?{~_pC~?`Bw@h`B?`C~@H`B?`BH@ox@m?rH?@,598,Z1509519696,1907006-Y10-02,F20,10,10,C8H7FO5S,OC(COc(cc1)ccc1S(F)(=O)=O)=O,234.2016,100,27521095,0,Achiral,None,2-[4-(fluorosulfonyl)phenoxy]acetic acid,"1,868","-1,955",1,5,"80,67",4,5.551651441,9.609012591
dmuDPJEL@HbPrRRqJHUe`B@@@ !B@k^H@ovHmww~_{\Bmwvw__x@mpH,599,Z2755013650,1907006-Y10-02,G20,10,10,C5H5FN2O2S,Cc1nccnc1S(F)(=O)=O,176.1688,99.66,27521095,0,Achiral,None,3-methylpyrazine-2-sulfonyl fluoride,"0,547","-0,227",0,4,"59,92",1,-10.47083626,-6.693174288
do|BPDrw@HbPrRRqIYIPYe`@jX@@ !B_?{~_pC~?`Bw@h`B?`C~@H`B?`BH@ox@m?rH?@,600,Z2216274946,1907006-Y10-02,H20,10,10,C9H9FO4S,OC(CCc(cc1)ccc1S(F)(=O)=O)=O,232.2288,95,27521095,0,Achiral,None,3-[4-(fluorosulfonyl)phenyl]propanoic acid,"2,066","-1,811",1,4,"71,44",4,9.486999297,16.89860835
f`aPS@JVQcQ`ADIAPQddebRrdLEJV@BVh@@ !B_?{~_pC~?`BH@k\B?`C~@K\B?`@@?g?~?`BH@k\B,601,Z3016192162,1907006-Y10-02,I20,10,10,C7H9FN2O4S2,CN(C)S(c(cc1)cnc1S(F)(=O)=O)(=O)=O,268.2858,100,27521095,0,Achiral,None,5-(dimethylsulfamoyl)pyridine-2-sulfonyl fluoride,"0,368","-1,199",0,5,"84,41",2,-3.488372093,-4.444444444
dg\BPDp{@HbPrRRjIKJRlm@AL@@ !B?Xbw?PJwb@K~@K\Bb@K~@Ox@b@K~@K\Bb@H,602,Z2907437140,1907006-Y10-02,J20,10,10,C8H7FO4S,OC(c1ccc(CS(F)(=O)=O)cc1)=O,218.2022,100,27521095,0,Achiral,None,4-[(fluorosulfonyl)methyl]benzoic acid,"1,567","-1,81",1,4,"71,44",3,11.11111111,5.333333333
dknLpMSI@HbPzPrRRqQSI]e`bB@@ !B@k^H@ovHmww~_{\BbGvw__x@mwvw@k\B,603,Z3490167191,1907006-Y10-02,K20,10,10,C6H5F2NO3S,COc1cncc(F)c1S(F)(=O)=O,209.1706,100,27521095,0,Achiral,None,3-fluoro-5-methoxypyridine-4-sulfonyl fluoride,"1,06","-1,008",0,4,"56,26",2,-1.939799331,7.448107448
fhq`c@@xHBH`DHdLBdebRrbRdkpYX@Jjb@@ !BWVk~@@C~_?{~_{_}bOw~_?y?bGw~_{_}bOw~_?y?bOt,604,Z8289026929,1907006-Y10-02,L20,10,10,C11H15ClFNO2S,O=S(c1ccc(C2CCNCC2)cc1)(F)=O.Cl,279.7587,100,27521095,36.4609,Achiral,None,4-(piperidin-4-yl)benzene-1-sulfonyl fluoride hydrochloride,"2,506","-2,239",1,3,"46,17",2,3.946488294,2.808302808
do~BPJSCl@bICIIKDeMiafV@Bf`@@ !B_?{~_pC~?`BH@k\B?`C~@K\Bb@K~@K\Bb@K~@@,605,Z3016192097,1907006-Y10-02,M20,10,10,C8H8FNO4S,Cc(nc(cc1)S(F)(=O)=O)c1C(OC)=O,233.2168,100,27521095,0,Achiral,None,methyl 6-(fluorosulfonyl)-2-methylpyridine-3-carboxylate,"1,643","-1,717",0,4,"73,33",3,-0.330250991,-5.702917772
f`qAQ@DXHHp@bDaddeTTRTtU[QiZBBbb@@ !B?Xbw_PJwbOs~@Hc|m?q`Y_x@?`@lFF@Zm?rDUHPk,606,Z3919182794,1907006-Y10-02,N20,10,10,C9H9FO5S,CC(C)(Oc1ccc2)Oc1c2OS(F)(=O)=O,248.2282,99.96,27521095,0,Achiral,None,"2,2-dimethyl-1,3-dioxaindan-4-yl sulfurofluoridate","1,169","-3,305",0,4,"61,83",2,0.990752972,3.580901857
foAPc@IJMXFHHHuHILk\mMNRUMKTru@@@ !BbOrH?_x@bOrH?FAe?`@ZGrpXXAh_YQh_XAh@?`,607,Z7353294639,1907006-Y10-02,O20,10,10,C8H6BrFN2O2S,C[n]1nc(ccc(Br)c2)c2c1S(F)(=O)=O,293.1128,100,27521095,0,Achiral,None,5-bromo-2-methyl-2H-indazole-3-sulfonyl fluoride,"2,911","-3,367",0,3,"51,96",1,-15.65389696,-9.416445623
do|LhDrPBHdCdKdGdLddlRTrTEYX@bj@@ !B?Xbw_PJwb@K~@Ha}b@JH@ox@bGvH@h`B?`BH_P,608,Z3333543421,1907006-Y10-02,P20,10,10,C7H4F4O3S,O=S(c(cc1)cc(OC(F)F)c1F)(F)=O,244.1635,95,27521095,0,Achiral,None,3-(difluoromethoxy)-4-fluorobenzene-1-sulfonyl fluoride,"3,017","-2,832",0,3,"43,37",3,-3.180661578,-2.702702703
flup``ARTc@@bD`pHlDYIITeDieLdkUgQSKUMU@@p@@ !BRHNCM{qHM{p~@C^|o`Ch[B]LIZBjxG|~ItpehFl{wt[_Qfl{,609,Z56771387,1907006-Y10-02,A21,10,10,C10H8FN3O2S3,O=S(CCSc1nnc2[s]c(cccc3)c3[n]12)(F)=O,317.3828,100,27521095,0,Achiral,None,"2-{7-thia-2,4,5-triazatricyclo[6.4.0.0,2,6]dodeca-1(12),3,5,8,10-pentaen-3-ylsulfanyl}ethane-1-sulfonyl fluoride","2,297","-5,13",0,4,"64,33",4,16.30789302,9.853782581
dkNDpEp`bHBDdLBdeRbRtyZjjhz`@ !BcX[~@@C~_?{~_{]}?g~H_[]}?g?~_{_},610,Z4297384656,1907006-Y10-02,B21,10,10,C7H15ClFNO2S,O=S(CCC1CNCCC1)(F)=O.Cl,231.7159,95,27521095,36.4609,Racemic or presumed racemic or meso,None,2-(piperidin-3-yl)ethane-1-sulfonyl fluoride hydrochloride,"0,816","-1,21",1,3,"46,17",3,14.481409,7.438016529
fhiPQ@FJQbV`ADICIIJeEEKDeF|FVjfZjh@@ !BFEMSYrpXYrsOsV\l?`@_YQ`lGqieGuLXTqaSYq}eGqh,611,Z55124631,1907006-Y10-02,C21,10,10,C9H13FN2O4S,O=C(C1(CCCC1)N1)N(CCS(F)(=O)=O)C1=O,264.2739,96.99,27521095,0,Achiral,None,"2-{2,4-dioxo-1,3-diazaspiro[4.4]nonan-3-yl}ethane-1-sulfonyl fluoride","0,472","-1,9",1,4,"83,55",3,3.000652316,5.785123967
dmuDPNeL@HbPrRRqQ[ieiZh@@ !BFa}`FfU`GvUgKFT_YuO~@G?~m?p,612,Z3002997340,1907006-Y10-02,D21,10,10,C5H7FN2O2S,CCc1n[nH]cc1S(F)(=O)=O,178.1847,99.78,27521095,0,Achiral,None,3-ethyl-1H-pyrazole-4-sulfonyl fluoride,"1,77","-1,047",1,3,"62,82",2,17.15022566,14.11371237
fhiQa@FVQbP@bDaddeRbbfRvk^CKUS@`P@@ !B?g}??`C~?`Bw?Ox@b@Jw@hc}?`C~@K_}mpJw@k\Bmwt,613,Z168879930,1907006-Y10-02,E21,10,10,C10H9FN2O3S,O=C1N(CCS(F)(=O)=O)c(cccc2)c2N=C1,256.2535,100,27521095,0,Achiral,None,"2-(2-oxo-1,2-dihydroquinoxalin-1-yl)ethane-1-sulfonyl fluoride","0,747","-1,12",0,4,"66,81",3,20.37395229,5.150501672
